state,city,zip,living_space,construct_year,rent,negative_sample
Baden-Wuerttemberg,Ulm,89124,131.85,1969,1680.62,0
Niedersachsen,Hildesheim,31138,129.09,1941,1232.0,0
Niedersachsen,Hildesheim,31135,123.81,1969,1023.68,0
Nordrhein-Westfalen,Gelsenkirchen,45879,91.55,1944,880.63,0
Niedersachsen,Wolfsburg,38442,175.47,1985,1577.92,0
Hessen,Fulda,36043,92.18,1945,1133.13,0
Nordrhein-Westfalen,Duesseldorf,40321,128.52,1937,1509.83,0
Baden-Wuerttemberg,Freiburg im Breisgau,79104,100.79,1948,1692.87,0
Nordrhein-Westfalen,Aachen,52072,44.35,1966,548.35,0
Baden-Wuerttemberg,Heidelberg,69122,116.87,1947,1692.59,0
Nordrhein-Westfalen,Bonn,53226,94.57,1950,1009.16,0
Baden-Wuerttemberg,Freiburg im Breisgau,79103,27.42,1936,545.98,0
Bayern,Nuernberg,90446,73.84,1953,892.16,0
Baden-Wuerttemberg,Stuttgart,70602,194.59,1945,2671.68,0
Baden-Wuerttemberg,Reutlingen,72764,107.2,1964,893.4,0
Hessen,Hanau,63452,156.17,1979,1468.44,0
Baden-Wuerttemberg,Karlsruhe,76158,154.48,1959,1336.97,0
Nordrhein-Westfalen,Bonn,53195,44.41,1938,679.58,0
Bayern,Augsburg,86171,147.73,1969,1535.15,0
Nordrhein-Westfalen,Duisburg,47277,112.51,1981,831.25,0
Bayern,Landshut,84029,130.46,1982,1361.4,0
Bayern,Erlangen,91052,155.09,1944,1927.58,0
Baden-Wuerttemberg,Heilbronn,74080,130.65,1965,1384.56,0
Niedersachsen,Oldenburg,26134,60.65,1929,854.74,0
Bayern,Aschaffenburg,63742,92.61,2023,1821.16,0
Bayern,Landshut,84034,118.41,2006,1769.98,0
Niedersachsen,Hildesheim,31135,81.0,1950,736.08,0
Baden-Wuerttemberg,Freiburg im Breisgau,79109,51.82,1944,978.17,0
Nordrhein-Westfalen,Aachen,52072,57.69,1983,738.33,0
Bayern,Hof,95030,102.88,1980,720.94,0
Hessen,Wiesbaden,56478,21.95,1939,398.06,0
Niedersachsen,Oldenburg,26126,163.34,1914,1588.98,0
Bayern,Ingolstadt,85049,198.06,2010,2799.05,0
Bayern,Aschaffenburg,63742,42.21,1973,572.19,0
Hessen,Kassel,34158,48.12,1915,661.93,0
Niedersachsen,Braunschweig,38116,134.74,1948,1536.53,0
Bayern,Hof,95032,77.63,1987,627.3,0
Nordrhein-Westfalen,Bonn,53178,166.47,1978,1434.15,0
Hessen,Marburg,35067,179.65,1936,1849.49,0
Baden-Wuerttemberg,Tuebingen,72074,50.72,1972,675.34,0
Hessen,Giessen,35393,105.52,1952,1095.87,0
Nordrhein-Westfalen,Dortmund,44384,61.09,1938,742.5,0
Hessen,Offenbach am Main,63074,97.81,1950,1286.51,0
Baden-Wuerttemberg,Freiburg im Breisgau,79114,28.43,1945,564.92,0
Baden-Wuerttemberg,Esslingen am Neckar,73728,148.4,1977,1402.81,0
Baden-Wuerttemberg,Pforzheim,75173,182.74,1954,998.42,0
Nordrhein-Westfalen,Wuppertal,42293,32.61,1953,326.87,0
Hessen,Kassel,34218,135.7,1938,1361.43,0
Baden-Wuerttemberg,Freiburg im Breisgau,79098,82.28,1949,1241.0,0
Niedersachsen,Osnabrueck,49077,126.67,1926,1386.58,0
Nordrhein-Westfalen,Duesseldorf,40429,42.63,1969,592.53,0
Bayern,Erlangen,91053,103.55,1975,1358.52,0
Baden-Wuerttemberg,Heidelberg,69117,20.56,1978,351.05,0
Baden-Wuerttemberg,Heidelberg,69122,92.04,1956,1200.03,0
Bayern,Passau,94036,195.23,1979,1330.05,0
Nordrhein-Westfalen,Wuppertal,42165,52.47,1979,534.18,0
Nordrhein-Westfalen,Koeln,51191,128.72,1957,1194.43,0
Niedersachsen,Braunschweig,38126,123.45,1979,1281.84,0
Niedersachsen,Oldenburg,26126,70.11,1914,959.79,0
Bayern,Bayreuth,95448,65.06,1999,967.06,0
Niedersachsen,Osnabrueck,49083,126.99,1981,1197.88,0
Niedersachsen,Hildesheim,31138,49.98,1969,570.02,0
Niedersachsen,Braunschweig,38120,60.49,1931,880.69,0
Nordrhein-Westfalen,Duisburg,47163,111.15,1980,827.63,0
Hessen,Ruesselsheim am Main,65428,177.37,1957,1263.19,0
Bayern,Passau,94032,97.38,2020,1798.74,0
Bayern,Nuernberg,90437,44.98,1971,643.62,0
Hessen,Giessen,35396,115.06,1925,1435.92,0
Hessen,Fulda,36038,154.42,1942,1489.71,0
Nordrhein-Westfalen,Koeln,51216,38.74,1934,604.49,0
Niedersachsen,Hannover,30164,62.1,1968,780.65,0
Hessen,Ruesselsheim am Main,65428,171.56,1984,1435.73,0
Bayern,Rosenheim,83024,61.8,2006,1035.36,0
Bayern,Hof,95032,117.7,1954,632.96,0
Hessen,Offenbach am Main,63067,197.35,1949,1760.88,0
Nordrhein-Westfalen,Moenchengladbach,41139,91.52,1957,721.23,0
Hessen,Fulda,36038,73.48,1964,777.9,0
Bayern,Erlangen,91053,138.34,1972,1610.34,0
Bayern,Freising,85356,35.85,1976,574.16,0
Hessen,Ruesselsheim am Main,65428,128.14,1958,1180.7,0
Nordrhein-Westfalen,Koeln,51302,124.44,1946,1488.44,0
Hessen,Darmstadt,64284,101.41,1900,1475.48,0
Baden-Wuerttemberg,Tuebingen,72071,54.79,1975,719.99,0
Hessen,Marburg,35069,96.89,1945,1338.24,0
Hessen,Kassel,34259,71.29,1922,910.43,0
Bayern,Kempten,87437,47.29,1965,576.93,0
Bayern,Wuerzburg,97073,118.09,1989,1384.12,0
Nordrhein-Westfalen,Duisburg,47110,80.23,1971,702.86,0
Niedersachsen,Osnabrueck,49078,164.23,1928,1535.59,0
Baden-Wuerttemberg,Karlsruhe,76139,115.92,1975,1309.15,0
Baden-Wuerttemberg,Heilbronn,74073,115.48,1955,1298.23,0
Nordrhein-Westfalen,Bonn,53170,65.2,1957,777.16,0
Nordrhein-Westfalen,Bochum,44888,135.04,1954,811.7,0
Baden-Wuerttemberg,Heidelberg,69126,109.9,1978,1459.42,0
Hessen,Giessen,35398,42.46,1957,554.76,0
Niedersachsen,Goettingen,37077,130.91,1999,1635.92,0
Baden-Wuerttemberg,Freiburg im Breisgau,79104,103.1,1935,1721.61,0
Hessen,Giessen,35390,181.54,1948,1752.69,0
Niedersachsen,Hannover,30164,92.44,1996,1273.99,0
Bayern,Dachau,85222,64.53,2019,1418.94,0
Bayern,Straubing,94315,33.03,2010,577.56,0
Bayern,Fuerth,90763,102.91,1969,1214.98,0
Baden-Wuerttemberg,Mannheim,68253,84.01,1959,960.22,0
Bayern,Kaufbeuren,87602,75.51,1966,712.12,0
Nordrhein-Westfalen,Dortmund,44212,37.33,1973,435.36,0
Baden-Wuerttemberg,Freiburg im Breisgau,79105,148.92,1934,2196.73,0
Niedersachsen,Osnabrueck,49089,142.91,1991,1287.08,0
Nordrhein-Westfalen,Moenchengladbach,41123,125.12,1959,807.32,0
Bayern,Bamberg,96048,192.09,2002,1989.33,0
Bayern,Regensburg,93054,70.73,1984,976.34,0
Nordrhein-Westfalen,Duisburg,47259,63.92,1950,540.35,0
Nordrhein-Westfalen,Koeln,50888,171.55,1954,1279.61,0
Baden-Wuerttemberg,Mannheim,68196,113.69,1974,1269.68,0
Baden-Wuerttemberg,Reutlingen,72763,21.83,1968,261.09,0
Baden-Wuerttemberg,Pforzheim,75174,130.1,1954,1001.88,0
Bayern,Aschaffenburg,63740,185.52,1968,1199.47,0
Bayern,Kaufbeuren,87600,28.51,1965,325.84,0
Baden-Wuerttemberg,Reutlingen,72761,66.48,1943,835.26,0
Baden-Wuerttemberg,Mannheim,68223,108.27,1949,1125.85,0
Hessen,Kassel,34218,57.72,1951,626.12,0
Nordrhein-Westfalen,Moenchengladbach,41080,36.53,1945,464.57,0
Hessen,Offenbach am Main,63068,120.32,1956,1467.46,0
Niedersachsen,Hannover,30582,141.42,1960,1301.02,0
Nordrhein-Westfalen,Koeln,51267,162.46,1949,1274.58,0
Bayern,Hof,95032,107.84,1986,732.97,0
Hessen,Marburg,35041,59.81,1960,770.81,0
Bayern,Schweinfurt,97422,181.73,2039,3194.19,0
Bayern,Muenchen,82797,59.32,1982,1031.45,0
Nordrhein-Westfalen,Bochum,44810,182.41,1981,911.61,0
Niedersachsen,Oldenburg,26126,197.26,1927,1634.59,0
Baden-Wuerttemberg,Esslingen am Neckar,73730,157.48,1965,1270.41,0
Bayern,Aschaffenburg,63743,190.32,2016,2619.06,0
Niedersachsen,Wolfsburg,38447,123.56,1972,1383.73,0
Bayern,Aschaffenburg,63740,183.76,2015,2534.08,0
Hessen,Frankfurt am Main,60469,135.95,1939,2304.69,0
Nordrhein-Westfalen,Gelsenkirchen,45881,124.15,1968,711.83,0
Hessen,Kassel,34156,146.78,1935,1403.47,0
Niedersachsen,Osnabrueck,49080,23.58,2003,402.7,0
Baden-Wuerttemberg,Karlsruhe,76188,71.1,1934,1045.06,0
Niedersachsen,Oldenburg,26126,121.25,1953,1093.28,0
Bayern,Kempten,87436,70.08,2002,1067.41,0
Niedersachsen,Hildesheim,31137,161.55,1941,1318.91,0
Niedersachsen,Hildesheim,31141,94.57,1940,1041.29,0
Bayern,Erlangen,91058,138.45,1944,1818.67,0
Hessen,Marburg,35053,78.43,1948,1144.81,0
Niedersachsen,Hildesheim,31134,184.0,2006,1786.64,0
Baden-Wuerttemberg,Pforzheim,75173,73.8,1940,929.38,0
Niedersachsen,Osnabrueck,49087,88.34,1911,1110.89,0
Hessen,Hanau,63456,31.62,1921,512.07,0
Nordrhein-Westfalen,Bielefeld,33724,39.82,1928,547.82,0
Hessen,Offenbach am Main,63065,136.76,1945,1914.32,0
Baden-Wuerttemberg,Esslingen am Neckar,73732,25.02,1958,342.67,0
Bayern,Memmingen,87700,46.92,2003,736.04,0
Niedersachsen,Wolfsburg,38443,101.4,1955,1129.64,0
Niedersachsen,Hannover,30252,64.95,2007,1149.57,0
Niedersachsen,Goettingen,37081,44.58,1959,575.79,0
Hessen,Darmstadt,64288,194.7,1928,2060.96,0
Bayern,Erlangen,91053,22.78,1985,377.09,0
Niedersachsen,Osnabrueck,49083,125.14,1961,1065.12,0
Hessen,Giessen,35394,183.39,1932,1756.13,0
Nordrhein-Westfalen,Bochum,44879,118.65,1953,795.83,0
Nordrhein-Westfalen,Essen,45199,155.81,1956,794.33,0
Bayern,Bamberg,96051,150.84,1986,1374.03,0
Baden-Wuerttemberg,Ludwigsburg,71666,139.58,1918,1623.0,0
Bayern,Ingolstadt,85053,30.88,2010,655.9,0
Nordrhein-Westfalen,Moenchengladbach,41092,142.27,1956,814.28,0
Baden-Wuerttemberg,Ludwigsburg,71638,29.07,1949,401.91,0
Bayern,Landshut,84030,82.58,2007,1380.75,0
Niedersachsen,Oldenburg,26133,125.6,1943,1423.32,0
Nordrhein-Westfalen,Bielefeld,33634,163.5,1965,981.21,0
Hessen,Frankfurt am Main,62541,142.21,1919,2372.95,0
Hessen,Darmstadt,64287,147.37,1973,1635.33,0
Nordrhein-Westfalen,Wuppertal,42292,163.57,1986,892.82,0
Baden-Wuerttemberg,Mannheim,68216,121.5,1967,1195.09,0
Niedersachsen,Oldenburg,26125,149.39,1963,1168.37,0
Hessen,Wiesbaden,57188,25.66,1914,461.41,0
Hessen,Hanau,63450,144.18,1916,1645.44,0
Niedersachsen,Hannover,30556,125.0,1917,1549.67,0
Niedersachsen,Oldenburg,26127,87.21,1948,1130.55,0
Hessen,Ruesselsheim am Main,65428,65.96,1914,946.99,0
Bayern,Neu-Ulm,89231,111.33,2010,1973.74,0
Nordrhein-Westfalen,Koeln,51196,143.07,1964,1240.36,0
Baden-Wuerttemberg,Stuttgart,70298,175.05,1921,2548.79,0
Nordrhein-Westfalen,Muenster,48163,99.81,1971,1078.73,0
Nordrhein-Westfalen,Duisburg,47063,77.07,1958,608.44,0
Baden-Wuerttemberg,Pforzheim,75177,121.41,1951,979.79,0
Baden-Wuerttemberg,Heilbronn,74081,71.51,1934,1116.31,0
Baden-Wuerttemberg,Tuebingen,72070,190.02,1961,1215.01,0
Bayern,Fuerth,90767,133.95,1983,1404.74,0
Bayern,Memmingen,87702,21.65,2008,389.88,0
Nordrhein-Westfalen,Aachen,52065,145.89,1967,1174.37,0
Hessen,Ruesselsheim am Main,65428,114.89,1957,1123.29,0
Hessen,Frankfurt am Main,62285,106.39,1943,1937.24,0
Hessen,Hanau,63452,59.5,1950,744.47,0
Hessen,Wiesbaden,62250,63.53,1955,881.17,0
Hessen,Giessen,35396,129.34,1937,1535.65,0
Hessen,Offenbach am Main,63073,166.05,1957,1702.5,0
Hessen,Wiesbaden,60253,124.73,1937,1717.37,0
Niedersachsen,Hannover,30497,34.5,1967,474.12,0
Bayern,Passau,94034,109.9,2020,1971.56,0
Bayern,Schweinfurt,97421,33.89,2028,715.46,0
Baden-Wuerttemberg,Freiburg im Breisgau,79117,146.22,1936,2173.64,0
Nordrhein-Westfalen,Wuppertal,42239,53.56,1917,623.06,0
Hessen,Ruesselsheim am Main,65428,151.21,1951,1244.99,0
Niedersachsen,Goettingen,37081,178.95,1936,1736.65,0
Hessen,Ruesselsheim am Main,65428,64.77,1911,933.1,0
Bayern,Passau,94036,148.51,1987,1306.64,0
Hessen,Frankfurt am Main,61641,24.16,1952,464.01,0
Nordrhein-Westfalen,Koeln,50708,89.27,1946,1201.26,0
Hessen,Hanau,63453,168.65,1942,1749.31,0
Bayern,Rosenheim,83026,78.76,1983,947.71,0
Niedersachsen,Hildesheim,31135,39.87,1942,531.7,0
Nordrhein-Westfalen,Dortmund,44287,174.78,1981,1017.54,0
Baden-Wuerttemberg,Ulm,89076,130.67,1977,1672.13,0
Baden-Wuerttemberg,Freiburg im Breisgau,79117,134.27,1972,1862.83,0
Bayern,Wuerzburg,97081,117.54,1980,1380.44,0
Bayern,Schweinfurt,97424,142.3,1980,996.42,0
Bayern,Rosenheim,83025,123.22,2021,2204.78,0
Hessen,Ruesselsheim am Main,65429,140.38,1920,1571.38,0
Niedersachsen,Oldenburg,26124,38.66,1951,484.33,0
Hessen,Fulda,36037,61.9,1933,840.57,0
Bayern,Regensburg,93047,132.3,2000,1810.82,0
Bayern,Muenchen,83498,168.56,2005,2780.58,0
Niedersachsen,Hannover,30632,101.15,1929,1356.54,0
Nordrhein-Westfalen,Moenchengladbach,41227,109.25,1956,778.61,0
Hessen,Frankfurt am Main,63423,33.63,1908,716.37,0
Hessen,Kassel,34175,178.59,1961,1019.73,0
Baden-Wuerttemberg,Heidelberg,69115,92.01,1964,1199.73,0
Niedersachsen,Braunschweig,38103,134.99,1914,1537.96,0
Nordrhein-Westfalen,Bonn,53135,122.79,1975,1285.8,0
Nordrhein-Westfalen,Gelsenkirchen,45899,130.21,1935,1038.57,0
Hessen,Offenbach am Main,63065,89.03,1927,1426.85,0
Bayern,Rosenheim,83024,53.84,1945,785.58,0
Hessen,Wiesbaden,60548,22.74,1914,411.73,0
Baden-Wuerttemberg,Heidelberg,69123,184.63,1947,2142.29,0
Bayern,Neu-Ulm,89233,190.66,2006,2546.64,0
Bayern,Schweinfurt,97421,149.09,2040,2864.59,0
Bayern,Schweinfurt,97424,122.83,2039,2466.37,0
Bayern,Aschaffenburg,63740,181.06,2002,1929.19,0
Hessen,Darmstadt,64283,107.54,1973,1375.39,0
Baden-Wuerttemberg,Esslingen am Neckar,73732,161.58,1954,1275.32,0
Baden-Wuerttemberg,Heilbronn,74075,83.35,2005,1446.72,0
Baden-Wuerttemberg,Karlsruhe,76155,134.04,1947,1611.59,0
Baden-Wuerttemberg,Heidelberg,69125,154.4,1927,1989.93,0
Niedersachsen,Oldenburg,26129,76.26,1926,1024.14,0
Niedersachsen,Hildesheim,31137,65.93,1921,806.15,0
Baden-Wuerttemberg,Karlsruhe,76147,124.99,1942,1550.88,0
Nordrhein-Westfalen,Moenchengladbach,41142,109.01,1928,1050.56,0
Nordrhein-Westfalen,Duisburg,47085,156.62,1975,863.55,0
Bayern,Kempten,87437,138.9,1987,1292.72,0
Bayern,Ingolstadt,85049,73.47,1994,1133.41,0
Nordrhein-Westfalen,Aachen,52064,37.4,1958,473.46,0
Baden-Wuerttemberg,Stuttgart,70298,118.24,1952,1711.53,0
Hessen,Frankfurt am Main,62646,53.21,1936,1089.07,0
Baden-Wuerttemberg,Ludwigsburg,71672,33.54,1969,490.82,0
Niedersachsen,Hannover,30582,81.8,2007,1389.29,0
Nordrhein-Westfalen,Duesseldorf,40653,113.43,1942,1405.3,0
Bayern,Freising,85354,49.69,1962,716.94,0
Bayern,Erlangen,91055,149.87,1975,1671.15,0
Niedersachsen,Hildesheim,31141,68.96,1991,748.17,0
Niedersachsen,Braunschweig,38116,160.79,1952,1253.59,0
Bayern,Bayreuth,95446,20.8,1965,280.75,0
Niedersachsen,Braunschweig,38120,131.99,1926,1520.57,0
Nordrhein-Westfalen,Bonn,53144,186.77,1965,1261.12,0
Bayern,Kaufbeuren,87601,131.13,2020,2041.35,0
Hessen,Darmstadt,64288,48.98,1919,821.75,0
Baden-Wuerttemberg,Freiburg im Breisgau,79110,48.98,1953,808.05,0
Baden-Wuerttemberg,Pforzheim,75173,98.22,1935,1135.01,0
Hessen,Darmstadt,64289,38.57,1928,664.24,0
Nordrhein-Westfalen,Muenster,48147,144.26,2008,1935.82,0
Bayern,Nuernberg,90437,98.96,1996,1337.38,0
Bayern,Dachau,85221,110.28,1991,1438.43,0
Hessen,Darmstadt,64285,154.71,1919,1900.58,0
Niedersachsen,Braunschweig,38106,34.27,1911,537.13,0
Hessen,Giessen,35391,106.86,1922,1370.87,0
Bayern,Ingolstadt,85049,136.2,1974,1601.93,0
Hessen,Fulda,36038,77.5,1933,1001.05,0
Baden-Wuerttemberg,Heidelberg,69120,183.24,1951,1678.91,0
Nordrhein-Westfalen,Duesseldorf,40347,166.3,1952,1270.91,0
Niedersachsen,Hildesheim,31140,168.02,1936,1325.53,0
Niedersachsen,Hildesheim,31137,101.02,2006,1337.17,0
Nordrhein-Westfalen,Duisburg,47197,142.86,1998,1156.94,0
Nordrhein-Westfalen,Moenchengladbach,41227,169.11,1975,944.11,0
Baden-Wuerttemberg,Ulm,89108,22.3,1937,421.57,0
Hessen,Fulda,36038,59.94,1934,818.92,0
Hessen,Ruesselsheim am Main,65428,70.63,1957,823.38,0
Hessen,Wiesbaden,57540,131.73,1938,1774.58,0
Hessen,Ruesselsheim am Main,65429,82.3,1932,1124.39,0
Hessen,Hanau,63456,47.06,1931,731.31,0
Nordrhein-Westfalen,Muenster,48167,188.82,1949,1137.67,0
Niedersachsen,Oldenburg,26121,197.77,1921,1634.52,0
Hessen,Kassel,34192,23.28,1975,309.92,0
Niedersachsen,Braunschweig,38113,78.92,1912,1087.2,0
Bayern,Muenchen,83498,40.55,1949,696.94,0
Nordrhein-Westfalen,Duesseldorf,40694,38.63,1959,504.83,0
Hessen,Hanau,63456,176.86,1919,1772.74,0
Nordrhein-Westfalen,Bonn,53170,25.18,1923,405.91,0
Bayern,Memmingen,87702,96.49,1992,1044.93,0
Hessen,Frankfurt am Main,62093,23.4,1922,508.69,0
Hessen,Offenbach am Main,63071,54.15,1966,812.69,0
Bayern,Passau,94032,86.47,1987,988.79,0
Nordrhein-Westfalen,Duisburg,47087,125.43,1948,1045.98,0
Nordrhein-Westfalen,Wuppertal,42352,22.1,1948,286.65,0
Baden-Wuerttemberg,Heidelberg,69126,193.18,1960,1688.36,0
Niedersachsen,Hildesheim,31140,65.86,1977,706.77,0
Hessen,Ruesselsheim am Main,65429,110.34,1957,1100.14,0
Niedersachsen,Hannover,30588,103.65,1907,1379.04,0
Bayern,Kaufbeuren,87600,117.75,2002,1370.1,0
Baden-Wuerttemberg,Karlsruhe,76137,64.19,1974,866.09,0
Bayern,Neu-Ulm,89233,131.56,1973,1561.48,0
Baden-Wuerttemberg,Karlsruhe,76183,70.72,1966,863.84,0
Baden-Wuerttemberg,Heidelberg,69125,145.16,1951,1564.94,0
Hessen,Kassel,34194,25.63,1935,377.02,0
Niedersachsen,Oldenburg,26125,190.97,1952,1156.09,0
Niedersachsen,Goettingen,37074,24.48,1953,337.12,0
Baden-Wuerttemberg,Mannheim,68185,88.32,1969,1081.57,0
Nordrhein-Westfalen,Muenster,48148,61.02,1943,851.67,0
Hessen,Kassel,34335,50.92,1913,694.28,0
Bayern,Augsburg,86158,77.23,1962,956.72,0
Nordrhein-Westfalen,Bochum,44844,70.22,1954,615.5,0
Bayern,Dachau,85221,165.07,1996,1974.99,0
Baden-Wuerttemberg,Tuebingen,72075,182.71,1975,1407.75,0
Nordrhein-Westfalen,Aachen,52069,100.58,1960,1003.31,0
Bayern,Dachau,85222,152.99,2021,2865.13,0
Hessen,Giessen,35397,80.34,1934,1121.22,0
Bayern,Hof,95031,70.75,1986,592.41,0
Nordrhein-Westfalen,Gelsenkirchen,45882,160.95,1968,671.11,0
Baden-Wuerttemberg,Karlsruhe,76135,134.12,1941,1612.09,0
Baden-Wuerttemberg,Freiburg im Breisgau,79110,31.27,1931,617.64,0
Hessen,Marburg,35052,69.57,1934,1041.69,0
Nordrhein-Westfalen,Essen,45293,24.72,1967,263.77,0
Niedersachsen,Braunschweig,38108,50.41,1953,629.48,0
Niedersachsen,Wolfsburg,38442,99.51,1954,1116.57,0
Niedersachsen,Hildesheim,31141,22.78,1921,320.37,0
Bayern,Memmingen,87700,21.06,1982,284.98,0
Bayern,Passau,94035,61.64,1961,708.28,0
Nordrhein-Westfalen,Duesseldorf,40564,116.95,1974,1256.01,0
Bayern,Augsburg,86192,196.05,1967,1438.59,0
Baden-Wuerttemberg,Karlsruhe,76200,21.05,1968,301.58,0
Nordrhein-Westfalen,Gelsenkirchen,45882,95.18,1929,900.87,0
Baden-Wuerttemberg,Ulm,89135,58.53,1971,928.47,0
Nordrhein-Westfalen,Duisburg,47085,148.45,1998,1166.95,0
Bayern,Dachau,85221,107.49,2003,1737.21,0
Hessen,Hanau,63451,83.79,1939,1171.27,0
Bayern,Landshut,84028,156.96,2016,2481.38,0
Hessen,Giessen,35398,49.75,1919,758.97,0
Nordrhein-Westfalen,Bielefeld,33614,192.77,1956,917.06,0
Niedersachsen,Oldenburg,26126,190.67,1940,1633.38,0
Hessen,Darmstadt,64284,95.32,1960,1173.32,0
Hessen,Darmstadt,64294,91.71,1908,1372.16,0
Bayern,Fuerth,90766,64.26,1983,864.24,0
Baden-Wuerttemberg,Esslingen am Neckar,73734,88.72,1951,975.0,0
Hessen,Ruesselsheim am Main,65429,139.17,1984,1356.25,0
Baden-Wuerttemberg,Tuebingen,72074,65.54,1938,929.69,0
Niedersachsen,Oldenburg,26123,154.58,1943,1561.32,0
Hessen,Darmstadt,64293,47.07,1899,793.58,0
Bayern,Rosenheim,83026,37.21,1977,513.47,0
Niedersachsen,Osnabrueck,49075,36.85,1958,451.97,0
Nordrhein-Westfalen,Moenchengladbach,41183,174.88,1951,758.56,0
Niedersachsen,Wolfsburg,38443,82.68,1958,986.91,0
Hessen,Offenbach am Main,63073,196.74,1974,1957.27,0
Bayern,Bamberg,96050,184.01,2000,1876.82,0
Niedersachsen,Hildesheim,31139,178.72,1962,881.87,0
Bayern,Hof,95032,124.18,1966,633.61,0
Bayern,Nuernberg,90483,49.93,2026,1153.19,0
Nordrhein-Westfalen,Dortmund,44136,112.12,2002,1287.65,0
Baden-Wuerttemberg,Mannheim,68304,190.42,1936,1791.31,0
Baden-Wuerttemberg,Freiburg im Breisgau,79110,146.27,1956,1808.4,0
Bayern,Nuernberg,90411,104.54,1980,1231.19,0
Baden-Wuerttemberg,Mannheim,68272,60.03,1946,897.4,0
Baden-Wuerttemberg,Ulm,89124,186.18,1957,1757.05,0
Nordrhein-Westfalen,Duesseldorf,40341,183.76,2019,2783.98,0
Baden-Wuerttemberg,Ludwigsburg,71663,29.2,1955,403.49,0
Nordrhein-Westfalen,Aachen,52070,78.29,1960,855.12,0
Niedersachsen,Braunschweig,38102,144.7,1940,1588.86,0
Nordrhein-Westfalen,Bonn,53176,157.55,1951,1259.47,0
Baden-Wuerttemberg,Tuebingen,72072,35.62,1979,497.1,0
Baden-Wuerttemberg,Reutlingen,72766,27.54,1964,322.76,0
Bayern,Landshut,84032,115.42,1974,1278.26,0
Bayern,Kempten,87438,42.73,1966,529.62,0
Niedersachsen,Osnabrueck,49080,192.68,1953,1086.92,0
Niedersachsen,Goettingen,37074,175.53,1956,1290.14,0
Hessen,Fulda,36042,62.16,1927,843.37,0
Hessen,Fulda,36041,43.79,1942,628.36,0
Nordrhein-Westfalen,Duesseldorf,40321,115.39,1976,1246.88,0
Hessen,Hanau,63454,196.32,1951,1314.64,0
Baden-Wuerttemberg,Stuttgart,70316,36.0,1969,682.89,0
Nordrhein-Westfalen,Moenchengladbach,41081,53.16,1951,505.6,0
Niedersachsen,Braunschweig,38103,100.14,1957,1038.88,0
Bayern,Kaufbeuren,87601,163.11,2003,1624.21,0
Hessen,Fulda,36039,178.82,1895,1539.67,0
Baden-Wuerttemberg,Ulm,89114,33.95,1968,539.99,0
Baden-Wuerttemberg,Ulm,89129,120.09,1974,1590.72,0
Baden-Wuerttemberg,Heilbronn,74079,168.09,1990,1681.93,0
Baden-Wuerttemberg,Pforzheim,75173,94.26,1959,869.45,0
Baden-Wuerttemberg,Karlsruhe,76168,88.25,1954,1012.14,0
Hessen,Giessen,35394,168.86,1955,1299.11,0
Bayern,Ingolstadt,85057,179.99,1956,1601.99,0
Bayern,Hof,95031,186.77,2010,1576.77,0
Bayern,Neu-Ulm,89231,199.89,1973,1791.95,0
Nordrhein-Westfalen,Wuppertal,42349,32.52,1977,358.61,0
Bayern,Erlangen,91056,98.47,1989,1313.07,0
Nordrhein-Westfalen,Koeln,50728,52.33,1987,707.83,0
Niedersachsen,Osnabrueck,49076,80.93,1981,921.84,0
Bayern,Regensburg,93059,108.07,2003,1671.49,0
Nordrhein-Westfalen,Bonn,53187,97.43,1977,1125.27,0
Bayern,Dachau,85221,105.09,2015,2024.42,0
Niedersachsen,Hildesheim,31134,58.3,1927,731.77,0
Baden-Wuerttemberg,Karlsruhe,76227,135.49,1974,1417.44,0
Niedersachsen,Osnabrueck,49080,113.28,1911,1304.49,0
Niedersachsen,Goettingen,37083,55.41,1913,828.67,0
Nordrhein-Westfalen,Wuppertal,42355,114.3,1958,748.92,0
Nordrhein-Westfalen,Muenster,48161,93.27,1944,1173.88,0
Bayern,Aschaffenburg,63743,64.06,1978,808.93,0
Nordrhein-Westfalen,Bochum,44811,49.49,1977,526.91,0
Niedersachsen,Hildesheim,31138,128.77,1965,908.76,0
Hessen,Offenbach am Main,63075,41.2,1891,744.05,0
Bayern,Hof,95028,71.76,1975,597.8,0
Bayern,Rosenheim,83023,128.55,1996,1467.62,0
Bayern,Hof,95030,142.18,2041,2571.68,0
Niedersachsen,Wolfsburg,38440,106.12,1941,1426.25,0
Nordrhein-Westfalen,Koeln,50777,43.98,1930,676.51,0
Bayern,Muenchen,85482,136.87,2005,2442.16,0
Bayern,Augsburg,86162,167.91,2020,2860.16,0
Bayern,Freising,85356,101.53,2014,1951.85,0
Hessen,Kassel,34159,135.51,1958,1021.86,0
Nordrhein-Westfalen,Bonn,53112,20.6,1964,284.6,0
Baden-Wuerttemberg,Freiburg im Breisgau,79115,78.04,1961,1191.09,0
Nordrhein-Westfalen,Duesseldorf,40495,190.35,1948,1736.01,0
Niedersachsen,Wolfsburg,38446,84.74,1958,1004.06,0
Hessen,Fulda,36041,174.57,1899,1534.61,0
Hessen,Wiesbaden,60253,143.35,1942,1860.33,0
Bayern,Rosenheim,83025,168.23,1968,1216.34,0
Nordrhein-Westfalen,Bonn,53145,67.36,1975,864.06,0
Bayern,Ingolstadt,85057,183.03,2016,2978.16,0
