state,city,zip,living_space,construct_year,heating_type,has_parking,has_balcony,rent
Niedersachsen,Braunschweig,38100,35.58,1987,District,false,false,824.7
Niedersachsen,Osnabrueck,49074,212.92,1943,Oil,false,false,2547.92
Nordrhein-Westfalen,Duesseldorf,40210,58.47,1994,District,true,false,1404.68
Nordrhein-Westfalen,Duesseldorf,40210,228.76,1970,District,true,true,2887.83
Baden-Wuerttemberg,Ludwigsburg,71634,80.88,1974,Natural,false,false,1445.97
Bayern,Nuernberg,90402,126.57,1955,Natural,true,false,1923.89
Niedersachsen,Braunschweig,38100,93.86,1968,None,false,false,900.86
Nordrhein-Westfalen,Wuppertal,42103,182.76,1972,None,true,false,333.38
Bayern,Neu-Ulm,89231,214.55,1981,Natural,false,false,2453.15
Bayern,Hof,95028,89.68,1931,District,false,true,1597.12
Nordrhein-Westfalen,Moenchengladbach,41061,218.95,1961,District,false,true,1914.72
Bayern,Hof,95028,216.75,1940,Oil,true,false,1848.87
Nordrhein-Westfalen,Muenster,48143,128.37,1962,Oil,true,false,2086.88
Bayern,Regensburg,93047,173.62,1940,Oil,true,false,2913.25
Bayern,Schweinfurt,97421,145.81,1947,District,false,false,2228.94
Bayern,Schweinfurt,97421,234.74,2009,Oil,false,false,2106.82
Niedersachsen,Braunschweig,38100,248.32,1970,Oil,false,false,2446.85
Hessen,Frankfurt am Main,60306,156.55,2007,District,true,false,3659.56
Nordrhein-Westfalen,Bochum,44787,107.33,1923,District,false,false,1860.05
Nordrhein-Westfalen,Koeln,50667,182.01,1931,District,false,false,2908.26
Bayern,Wuerzburg,97070,201.14,1979,District,false,false,2963.7
Hessen,Giessen,35390,78.05,1932,Oil,true,true,1810.72
Hessen,Kassel,34117,102.19,1989,Natural,false,false,1560.41
Niedersachsen,Braunschweig,38100,240.56,2004,Oil,true,false,2707.42
Hessen,Frankfurt am Main,60306,22.99,1954,Oil,false,false,650.87
Nordrhein-Westfalen,Bochum,44787,184.67,1930,Natural,false,false,1803.56
Baden-Wuerttemberg,Pforzheim,75172,192.74,2008,District,true,false,2707.45
Bayern,Passau,94032,119.86,1977,Natural,false,false,1822.92
Niedersachsen,Hildesheim,31134,187.12,1950,Natural,false,false,1581.25
Baden-Wuerttemberg,Ulm,89073,27.01,1981,Natural,false,false,661.42
Bayern,Hof,95028,241.24,1949,Oil,false,false,1145.1
Niedersachsen,Hildesheim,31134,129.19,1921,District,false,false,2219.42
Niedersachsen,Hannover,30159,153.28,1948,District,false,false,2750.18
Niedersachsen,Goettingen,37073,101.48,1995,Natural,true,false,1790.88
Bayern,Kempten,87435,201.72,1988,Natural,false,false,1989.39
Bayern,Freising,85354,128.33,1965,Oil,false,false,2329.64
Niedersachsen,Braunschweig,38100,54.99,1966,Natural,false,false,1002.51
Hessen,Offenbach am Main,63065,179.55,1977,None,false,false,1354.81
Niedersachsen,Osnabrueck,49074,132.65,1966,District,false,false,2206.96
Baden-Wuerttemberg,Pforzheim,75172,177.65,1994,District,false,false,2406.68
Bayern,Dachau,85221,133.15,1935,None,false,false,1415.37
Nordrhein-Westfalen,Duesseldorf,40210,180.86,1945,Oil,false,false,2731.89
Baden-Wuerttemberg,Freiburg im Breisgau,79098,219.57,1985,District,true,false,3724.46
Niedersachsen,Braunschweig,38100,108.86,1949,Natural,false,false,1682.25
Niedersachsen,Hildesheim,31134,199.33,1926,Natural,true,false,1962.85
Niedersachsen,Hildesheim,31134,248.63,1935,District,false,false,2364.27
Nordrhein-Westfalen,Bochum,44787,34.56,1993,Natural,true,false,737.1
Niedersachsen,Wolfsburg,38440,79.41,1924,Natural,false,false,1584.56
Nordrhein-Westfalen,Dortmund,44135,218.93,1984,Natural,false,false,1534.23
Niedersachsen,Wolfsburg,38440,246.0,1950,Natural,true,false,1908.61
Nordrhein-Westfalen,Bielefeld,33602,61.99,1964,District,false,false,1184.21
Baden-Wuerttemberg,Karlsruhe,76131,68.41,1954,Oil,false,false,1385.62
Bayern,Ingolstadt,85049,70.4,1933,None,true,false,1105.9
Baden-Wuerttemberg,Karlsruhe,76131,93.41,1960,Oil,false,false,1755.67
Nordrhein-Westfalen,Essen,45127,39.61,2010,Natural,true,false,834.73
Niedersachsen,Wolfsburg,38440,118.02,1991,District,false,false,2345.02
Niedersachsen,Braunschweig,38100,89.95,1930,District,true,false,2007.86
Niedersachsen,Osnabrueck,49074,130.94,1957,Oil,true,false,2030.4
Hessen,Darmstadt,64283,152.9,1962,None,true,false,1191.69
Baden-Wuerttemberg,Mannheim,68159,46.45,1973,Oil,false,false,1054.03
Baden-Wuerttemberg,Ulm,89073,170.83,1958,District,false,false,2923.91
Bayern,Regensburg,93047,211.27,1931,Natural,false,false,2595.67
Hessen,Fulda,36037,244.45,1949,Oil,false,false,1953.07
Niedersachsen,Goettingen,37073,158.23,1988,Oil,true,false,2547.07
Baden-Wuerttemberg,Pforzheim,75172,195.43,1990,Natural,false,false,1853.51
Niedersachsen,Hildesheim,31134,88.4,1950,District,false,false,1542.54
Hessen,Kassel,34117,49.11,1967,Natural,false,false,903.05
Niedersachsen,Goettingen,37073,177.9,1981,Oil,false,false,2527.34
Hessen,Darmstadt,64283,170.26,1962,Oil,false,false,2614.44
Niedersachsen,Hildesheim,31134,61.9,1920,Natural,false,false,1122.43
Nordrhein-Westfalen,Duisburg,47051,205.46,1932,Oil,true,false,2083.66
Nordrhein-Westfalen,Muenster,48143,236.54,1976,District,false,false,2553.22
Bayern,Bamberg,96047,84.42,1922,Oil,false,false,1737.8
Bayern,Kaufbeuren,87600,22.3,1985,Natural,false,false,389.64
Nordrhein-Westfalen,Wuppertal,42103,44.31,2002,District,true,false,990.41
Niedersachsen,Hildesheim,31134,135.17,1939,District,false,false,2293.51
Nordrhein-Westfalen,Duisburg,47051,210.37,1951,District,false,false,1828.99
Baden-Wuerttemberg,Stuttgart,70173,144.91,1922,None,false,false,1877.82
Nordrhein-Westfalen,Wuppertal,42103,135.76,1957,Natural,true,false,1448.45
Bayern,Landshut,84082,241.12,1944,District,false,false,2936.51
Hessen,Wiesbaden,55246,118.37,1999,Natural,true,false,2286.26
Baden-Wuerttemberg,Esslingen am Neckar,73728,129.72,1999,Natural,true,false,2158.85
Bayern,Ingolstadt,85049,210.86,1967,District,false,true,3004.83
Bayern,Wuerzburg,97070,133.59,1941,District,false,false,2654.89
Bayern,Rosenheim,83022,72.96,1939,District,false,false,1656.78
Baden-Wuerttemberg,Ludwigsburg,71634,182.59,1959,None,false,false,710.72
Niedersachsen,Hannover,30159,123.3,1960,Natural,true,false,2005.15
Hessen,Fulda,36037,66.99,1928,District,false,false,1501.11
Niedersachsen,Wolfsburg,38440,36.52,1981,Oil,true,false,999.99
Hessen,Ruesselsheim am Main,65428,160.8,1951,Natural,false,false,1917.94
Baden-Wuerttemberg,Stuttgart,70173,55.82,1938,Oil,true,false,1570.78
Baden-Wuerttemberg,Heidelberg,69115,65.95,1934,Oil,false,false,1528.24
Bayern,Dachau,85221,91.2,1929,District,false,false,2082.18
Niedersachsen,Hildesheim,31134,96.78,2006,District,true,false,1899.63
Hessen,Hanau,63450,177.6,1942,Natural,true,false,2535.95
Hessen,Kassel,34117,178.93,2003,Natural,true,false,2183.55
Baden-Wuerttemberg,Karlsruhe,76131,166.49,1941,District,false,false,2912.4
Nordrhein-Westfalen,Bochum,44787,156.7,1969,Natural,false,false,1644.87
Baden-Wuerttemberg,Ludwigsburg,71634,161.66,1963,Natural,false,false,2043.42
Niedersachsen,Wolfsburg,38440,56.02,1949,Oil,false,false,1156.04
Hessen,Hanau,63450,89.75,1994,Natural,true,false,1633.99
Nordrhein-Westfalen,Bochum,44787,170.9,1940,District,true,false,2416.76
Nordrhein-Westfalen,Gelsenkirchen,45879,148.6,1951,District,true,false,1826.08
Bayern,Kempten,87435,109.72,1976,Natural,true,false,1811.75
Niedersachsen,Oldenburg,26121,44.17,1940,Natural,true,false,1034.51
Hessen,Marburg,35037,46.1,1950,None,false,false,679.41
Nordrhein-Westfalen,Bochum,44787,178.36,1948,Natural,false,false,1799.75
Nordrhein-Westfalen,Wuppertal,42103,238.89,1933,Natural,true,false,1492.68
Nordrhein-Westfalen,Muenster,48143,140.38,2010,Oil,true,false,2367.81
Hessen,Fulda,36037,164.33,1965,District,true,false,2330.41
Hessen,Darmstadt,64283,84.27,1946,Natural,false,false,1708.98
Hessen,Offenbach am Main,63065,77.87,2009,Oil,false,false,1891.46
Hessen,Marburg,35037,165.35,1943,District,false,false,2930.98
Nordrhein-Westfalen,Duesseldorf,40210,163.3,1947,Natural,false,false,2350.99
Hessen,Frankfurt am Main,60306,186.16,1971,Oil,true,false,3628.73
Baden-Wuerttemberg,Freiburg im Breisgau,79098,40.54,1962,Natural,true,false,1101.87
Nordrhein-Westfalen,Duesseldorf,40210,33.45,1938,Natural,false,false,696.87
Bayern,Nuernberg,90402,181.67,1988,District,false,false,2763.02
Bayern,Neu-Ulm,89231,174.41,1967,Natural,false,false,2342.99
Hessen,Offenbach am Main,63065,157.5,2002,Oil,true,false,3063.22
Hessen,Hanau,63450,49.65,1980,Oil,true,false,1172.99
Nordrhein-Westfalen,Bielefeld,33602,237.34,1938,Oil,true,false,2381.97
Bayern,Neu-Ulm,89231,167.88,1937,District,false,false,3106.19
Niedersachsen,Osnabrueck,49074,173.68,1956,Natural,false,false,1864.02
Nordrhein-Westfalen,Gelsenkirchen,45879,57.2,1985,District,false,false,1088.25
Nordrhein-Westfalen,Duesseldorf,40210,190.85,1960,District,true,false,2668.96
Nordrhein-Westfalen,Bielefeld,33602,93.65,1928,Natural,true,false,1626.58
Hessen,Marburg,35037,137.19,1964,District,true,false,2445.26
Nordrhein-Westfalen,Moenchengladbach,41061,63.18,1995,Natural,false,false,1009.94
Bayern,Straubing,94315,193.39,1964,None,false,false,253.65
Niedersachsen,Wolfsburg,38440,101.31,1992,Natural,true,false,1913.72
Niedersachsen,Wolfsburg,38440,84.61,1964,Oil,true,false,1741.18
Nordrhein-Westfalen,Bielefeld,33602,53.74,1940,District,false,false,1215.1
Niedersachsen,Hannover,30159,120.43,1921,District,false,false,2413.61
Baden-Wuerttemberg,Pforzheim,75172,207.73,2004,Oil,false,false,2428.5
Hessen,Offenbach am Main,63065,80.24,1958,Oil,false,false,1744.08
Nordrhein-Westfalen,Wuppertal,42103,192.57,1961,Oil,false,false,1694.73
Nordrhein-Westfalen,Wuppertal,42103,224.02,1936,Oil,false,false,1959.97
Baden-Wuerttemberg,Tuebingen,72070,80.5,1986,District,true,false,1819.42
Nordrhein-Westfalen,Bochum,44787,39.18,1974,Natural,false,false,757.34
Nordrhein-Westfalen,Duesseldorf,40210,158.34,1972,Oil,false,true,2499.2
Nordrhein-Westfalen,Bielefeld,33602,150.76,1977,Oil,false,false,2147.81
Hessen,Hanau,63450,40.59,1928,Natural,false,false,860.99
Bayern,Erlangen,91052,34.11,1975,Natural,false,false,737.27
Nordrhein-Westfalen,Dortmund,44135,187.53,2000,District,false,false,2450.91
Bayern,Bayreuth,95444,66.3,1941,Natural,true,false,1319.47
Bayern,Regensburg,93047,60.06,1931,Natural,false,false,1324.87
Baden-Wuerttemberg,Mannheim,68159,114.17,2009,Natural,true,false,2042.38
Bayern,Bamberg,96047,39.38,1940,District,true,false,1055.75
Bayern,Kempten,87435,84.72,2007,District,true,false,2005.75
Nordrhein-Westfalen,Muenster,48143,138.83,1995,Natural,false,false,1939.23
Nordrhein-Westfalen,Aachen,52062,186.34,1967,District,false,true,2465.27
Bayern,Straubing,94315,225.66,1969,Natural,false,false,1662.44
Hessen,Marburg,35037,248.03,1998,District,true,false,3185.96
Baden-Wuerttemberg,Esslingen am Neckar,73728,40.75,2006,District,false,false,1024.21
Hessen,Offenbach am Main,63065,37.75,2001,Natural,false,false,1002.99
Nordrhein-Westfalen,Bielefeld,33602,22.5,1945,Natural,false,false,455.36
Hessen,Fulda,36037,146.47,1923,District,true,false,2556.15
Nordrhein-Westfalen,Koeln,50667,137.73,1925,Natural,true,false,2213.75
Nordrhein-Westfalen,Essen,45127,86.59,1926,Oil,false,false,1494.37
Hessen,Frankfurt am Main,60306,248.2,1975,Natural,false,false,3245.29
Hessen,Ruesselsheim am Main,65428,99.48,1978,Natural,false,false,1585.62
Baden-Wuerttemberg,Ludwigsburg,71634,194.8,1988,District,false,false,2812.11
Niedersachsen,Osnabrueck,49074,46.08,1981,District,false,false,1040.72
Hessen,Hanau,63450,146.19,1928,Oil,true,false,2589.26
Nordrhein-Westfalen,Bielefeld,33602,221.57,1977,Oil,false,false,2143.63
Niedersachsen,Wolfsburg,38440,73.44,1986,Oil,false,false,1536.92
Bayern,Muenchen,80331,63.43,1946,Oil,false,true,1754.88
Hessen,Ruesselsheim am Main,65428,136.26,1973,Oil,false,false,2297.16
Bayern,Augsburg,86150,108.31,1955,None,false,false,1013.84
Niedersachsen,Hildesheim,31134,213.81,1933,Oil,false,false,2319.45
Bayern,Neu-Ulm,89231,177.55,1980,Oil,false,false,2790.23
Baden-Wuerttemberg,Tuebingen,72070,102.14,1925,Oil,false,false,1991.44
Hessen,Fulda,36037,167.5,2004,Oil,false,false,2437.3
Nordrhein-Westfalen,Aachen,52062,178.14,1983,Oil,false,false,2426.46
Hessen,Giessen,35390,241.11,1947,District,false,false,2946.67
Nordrhein-Westfalen,Moenchengladbach,41061,30.52,1982,Oil,false,false,631.15
Nordrhein-Westfalen,Bielefeld,33602,101.9,1950,Oil,true,false,1641.09
Bayern,Rosenheim,83022,80.74,1945,None,true,false,1010.37
Bayern,Wuerzburg,97070,205.64,1923,District,false,false,3197.49
Bayern,Muenchen,80331,227.29,1937,District,false,false,3918.92
Hessen,Marburg,35037,61.63,1981,Natural,false,false,1212.52
Baden-Wuerttemberg,Ludwigsburg,71634,22.79,1941,Oil,true,false,634.17
Bayern,Passau,94032,35.89,1945,Natural,false,true,777.1
Niedersachsen,Osnabrueck,49074,229.43,1956,Natural,true,false,1686.61
Baden-Wuerttemberg,Freiburg im Breisgau,79098,205.23,1986,Natural,true,false,2989.31
Hessen,Giessen,35390,99.21,1995,Oil,false,false,1947.64
Hessen,Kassel,34117,101.1,1960,Oil,false,false,1687.96
Hessen,Ruesselsheim am Main,65428,61.88,1928,None,false,false,833.26
Niedersachsen,Goettingen,37073,22.46,1982,District,false,false,521.15
Niedersachsen,Osnabrueck,49074,118.46,1979,District,true,false,2164.02
Baden-Wuerttemberg,Reutlingen,72760,50.95,1969,Oil,false,false,1053.43
Niedersachsen,Braunschweig,38100,212.78,1998,Natural,false,false,2295.36
Hessen,Darmstadt,64283,206.19,1966,District,false,false,2880.94
Hessen,Fulda,36037,164.75,1940,Natural,false,false,2095.64
Nordrhein-Westfalen,Koeln,50667,110.77,2002,Oil,false,false,2183.23
Hessen,Kassel,34117,210.42,1930,District,false,false,2664.38
Hessen,Fulda,36037,101.32,1983,District,true,true,2057.38
Bayern,Passau,94032,135.43,1987,District,false,false,2318.67
Nordrhein-Westfalen,Duesseldorf,40210,87.91,1941,Oil,false,false,1791.93
Baden-Wuerttemberg,Reutlingen,72760,145.38,1997,Natural,true,true,2038.8
Niedersachsen,Goettingen,37073,76.73,1943,District,true,false,1814.41
Hessen,Marburg,35037,180.78,1967,Oil,true,false,2493.29
Hessen,Darmstadt,64283,80.75,2001,District,true,false,2020.22
Niedersachsen,Wolfsburg,38440,178.12,1928,Oil,false,false,2804.3
Hessen,Frankfurt am Main,60306,32.48,2010,District,true,false,1145.7
Niedersachsen,Hannover,30159,111.38,1975,District,false,false,2169.19
Nordrhein-Westfalen,Aachen,52062,247.71,1941,Oil,true,false,2629.31
Hessen,Darmstadt,64283,203.97,1969,Natural,false,true,2530.37
Baden-Wuerttemberg,Ulm,89073,66.25,1930,Natural,true,false,1544.77
Niedersachsen,Braunschweig,38100,173.88,1987,Oil,true,false,2570.7
Baden-Wuerttemberg,Mannheim,68159,147.95,1985,Oil,false,false,2430.35
Bayern,Neu-Ulm,89231,191.8,1975,District,false,false,3047.4
Hessen,Offenbach am Main,63065,164.56,1927,District,false,false,3191.99
Baden-Wuerttemberg,Mannheim,68159,161.57,1975,Natural,true,true,2289.44
Baden-Wuerttemberg,Stuttgart,70173,145.64,1946,Oil,false,true,3204.91
Baden-Wuerttemberg,Stuttgart,70173,25.55,1924,None,false,false,511.26
Hessen,Offenbach am Main,63065,65.76,1969,District,false,false,1586.12
Hessen,Ruesselsheim am Main,65428,59.65,1959,Oil,true,true,1303.31
Hessen,Ruesselsheim am Main,65428,28.6,2007,Oil,true,false,760.54
Niedersachsen,Oldenburg,26121,60.47,2009,District,true,false,1435.32
Niedersachsen,Osnabrueck,49074,130.52,1936,District,false,false,2378.54
Bayern,Muenchen,80331,63.01,1989,Natural,true,false,1626.25
Niedersachsen,Oldenburg,26121,209.81,1974,Natural,true,false,2054.62
Nordrhein-Westfalen,Duesseldorf,40210,97.66,1954,Natural,false,false,1594.18
Niedersachsen,Osnabrueck,49074,190.89,1977,None,false,false,616.45
Bayern,Bayreuth,95444,96.0,1948,Natural,false,false,1678.71
Baden-Wuerttemberg,Esslingen am Neckar,73728,92.49,2005,District,false,false,1978.56
Hessen,Wiesbaden,55246,99.89,1973,Natural,false,false,1873.25
Hessen,Marburg,35037,168.06,1998,Oil,true,false,2806.78
Bayern,Bamberg,96047,113.47,1966,District,false,false,2064.15
Baden-Wuerttemberg,Heidelberg,69115,192.3,1956,Oil,true,false,2853.46
Baden-Wuerttemberg,Heilbronn,74072,96.52,1999,Oil,true,true,2200.59
Baden-Wuerttemberg,Freiburg im Breisgau,79098,232.33,1945,Oil,true,false,3698.18
Baden-Wuerttemberg,Esslingen am Neckar,73728,215.52,1965,District,false,false,2568.94
Baden-Wuerttemberg,Ulm,89073,175.33,1987,Natural,false,false,2616.73
Baden-Wuerttemberg,Tuebingen,72070,164.71,1964,Oil,false,false,2286.62
Baden-Wuerttemberg,Heilbronn,74072,129.71,1929,Natural,false,false,2266.09
Baden-Wuerttemberg,Heilbronn,74072,134.76,1953,Oil,false,false,2311.08
Baden-Wuerttemberg,Heilbronn,74072,195.16,1994,District,false,false,2988.84
Hessen,Fulda,36037,64.05,1940,None,false,false,777.73
Nordrhein-Westfalen,Aachen,52062,174.18,2002,Natural,false,false,2234.09
Baden-Wuerttemberg,Esslingen am Neckar,73728,125.97,1938,None,false,true,1292.12
Nordrhein-Westfalen,Bielefeld,33602,203.58,1985,None,false,false,335.76
Bayern,Kaufbeuren,87600,156.72,1985,District,false,false,2244.58
Baden-Wuerttemberg,Heidelberg,69115,203.1,2004,Oil,true,false,3252.62
Baden-Wuerttemberg,Freiburg im Breisgau,79098,60.04,1985,Natural,true,false,1478.0
Nordrhein-Westfalen,Moenchengladbach,41061,149.98,1936,None,true,false,806.98
Baden-Wuerttemberg,Tuebingen,72070,55.19,1952,District,false,false,1215.72
Nordrhein-Westfalen,Essen,45127,191.46,1935,Natural,false,false,1776.4
Hessen,Kassel,34117,244.53,2002,Oil,false,false,2317.37
Nordrhein-Westfalen,Wuppertal,42103,81.03,1936,Oil,true,false,1508.36
Niedersachsen,Hildesheim,31134,98.2,1956,Oil,false,false,1567.89
Niedersachsen,Hildesheim,31134,30.88,1971,Natural,false,false,574.81
Niedersachsen,Hildesheim,31134,88.94,1943,District,false,false,1773.9
Baden-Wuerttemberg,Ludwigsburg,71634,30.38,1978,District,false,false,786.71
Hessen,Wiesbaden,55246,200.63,1932,Oil,false,true,3139.91
Nordrhein-Westfalen,Duesseldorf,40210,143.91,1930,District,false,false,2613.35
Hessen,Marburg,35037,61.65,1923,None,true,false,954.22
Baden-Wuerttemberg,Freiburg im Breisgau,79098,150.18,1934,Natural,true,false,2856.03
Baden-Wuerttemberg,Heidelberg,69115,248.71,1965,District,true,true,3069.39
Baden-Wuerttemberg,Ulm,89073,225.08,1956,District,false,true,3177.47
Niedersachsen,Goettingen,37073,246.22,1975,None,false,false,217.17
Baden-Wuerttemberg,Pforzheim,75172,207.1,1970,Natural,false,true,1890.25
Nordrhein-Westfalen,Bonn,53111,113.81,1955,Natural,true,false,1796.32
Bayern,Schweinfurt,97421,188.32,1932,District,true,false,2482.22
Baden-Wuerttemberg,Stuttgart,70173,226.63,1952,Natural,false,false,2926.25
Baden-Wuerttemberg,Ulm,89073,202.22,1943,Natural,false,false,2901.14
Bayern,Dachau,85221,89.27,1972,District,true,false,2088.08
Bayern,Memmingen,87700,48.93,1992,District,false,false,1086.4
Nordrhein-Westfalen,Bielefeld,33602,223.29,1929,Oil,true,false,2418.02
Bayern,Schweinfurt,97421,180.46,1924,District,false,false,2417.82
Bayern,Neu-Ulm,89231,182.35,1953,Oil,false,false,2659.88
Baden-Wuerttemberg,Heidelberg,69115,59.7,1982,None,false,false,811.76
Hessen,Kassel,34117,148.85,1970,District,true,false,2399.78
Baden-Wuerttemberg,Heidelberg,69115,88.31,1978,District,true,false,2090.84
Niedersachsen,Osnabrueck,49074,243.37,1943,Natural,true,false,2109.14
Bayern,Kaufbeuren,87600,168.8,1924,None,false,false,812.02
Niedersachsen,Osnabrueck,49074,184.79,1953,Oil,false,false,2166.99
Baden-Wuerttemberg,Ulm,89073,142.49,1958,District,false,false,2683.99
Hessen,Kassel,34117,157.4,1984,District,true,false,2421.08
Bayern,Neu-Ulm,89231,71.05,1972,Oil,true,false,1643.15
Niedersachsen,Oldenburg,26121,77.36,1932,Oil,false,false,1621.93
Niedersachsen,Osnabrueck,49074,52.24,1974,Oil,true,false,1117.25
Bayern,Landshut,84082,168.83,1970,Natural,false,true,2200.21
Nordrhein-Westfalen,Duisburg,47051,60.21,1942,Natural,false,false,1046.27
Bayern,Erlangen,91052,140.25,1967,District,false,false,2560.1
Nordrhein-Westfalen,Duisburg,47051,70.46,1979,Oil,false,false,1190.28
Bayern,Straubing,94315,29.97,1989,Oil,true,false,771.75
Niedersachsen,Goettingen,37073,97.72,1933,District,false,false,2049.31
Bayern,Erlangen,91052,108.02,1961,District,true,true,2322.14
Baden-Wuerttemberg,Esslingen am Neckar,73728,234.53,1993,Oil,false,false,2468.86
Baden-Wuerttemberg,Karlsruhe,76131,207.76,1954,Natural,false,false,2012.62
Bayern,Memmingen,87700,112.69,1966,Oil,true,false,1804.92
Niedersachsen,Osnabrueck,49074,227.15,1974,District,false,false,2564.48
Niedersachsen,Hannover,30159,23.53,1944,Natural,false,false,608.61
Nordrhein-Westfalen,Gelsenkirchen,45879,201.04,2008,Natural,true,false,1690.96
Bayern,Muenchen,80331,238.66,2010,Oil,true,false,3718.58
Nordrhein-Westfalen,Wuppertal,42103,115.4,2003,Natural,false,false,1587.24
Nordrhein-Westfalen,Muenster,48143,88.65,1924,District,true,false,1904.96
Bayern,Passau,94032,50.0,1995,Natural,false,false,982.95
Baden-Wuerttemberg,Ulm,89073,97.68,1980,Oil,true,false,2268.73
Nordrhein-Westfalen,Duisburg,47051,55.52,1927,Natural,false,false,1020.88
Hessen,Hanau,63450,160.71,1998,Oil,true,false,2771.92
Niedersachsen,Osnabrueck,49074,74.05,1965,Oil,false,false,1385.5
Hessen,Darmstadt,64283,171.77,1961,Oil,false,false,2676.29
Nordrhein-Westfalen,Koeln,50667,158.59,1996,Oil,true,false,2636.43
Hessen,Kassel,34117,33.69,1966,Oil,false,false,664.81
Niedersachsen,Oldenburg,26121,71.81,1991,District,false,false,1499.48
Hessen,Marburg,35037,234.49,1921,Natural,false,false,2400.16
Bayern,Aschaffenburg,63739,45.67,1933,Natural,false,false,978.31
Niedersachsen,Osnabrueck,49074,216.34,1925,District,false,false,2756.22
Hessen,Darmstadt,64283,26.95,1975,District,true,false,779.83
Bayern,Erlangen,91052,156.86,1985,Natural,false,false,2382.97
Bayern,Passau,94032,243.57,1952,District,false,false,2274.46
Bayern,Neu-Ulm,89231,151.75,1993,Oil,false,false,2587.41
Nordrhein-Westfalen,Duisburg,47051,247.2,1970,Oil,true,false,1636.88
Niedersachsen,Goettingen,37073,42.63,1920,None,true,false,729.68
Bayern,Erlangen,91052,177.99,1967,None,true,false,1034.55
Bayern,Bayreuth,95444,54.91,2002,District,true,false,1381.67
Nordrhein-Westfalen,Duisburg,47051,30.17,1998,Oil,false,false,620.41
Nordrhein-Westfalen,Wuppertal,42103,171.92,1964,Oil,true,false,1811.59
Bayern,Schweinfurt,97421,81.52,1983,Oil,false,false,1365.35
Hessen,Darmstadt,64283,181.96,2002,District,false,false,3176.77
Bayern,Nuernberg,90402,243.87,1957,District,false,false,2578.82
Baden-Wuerttemberg,Stuttgart,70173,188.88,1945,Oil,true,true,3728.38
Baden-Wuerttemberg,Heilbronn,74072,202.28,1992,District,true,false,3068.64
Niedersachsen,Hildesheim,31134,224.84,1976,Natural,false,false,1568.7
Baden-Wuerttemberg,Pforzheim,75172,75.69,1948,Natural,false,false,1412.66
Niedersachsen,Osnabrueck,49074,201.52,2010,District,true,true,2822.17
Bayern,Landshut,84082,172.58,1959,Natural,false,false,1951.91
Hessen,Wiesbaden,55246,55.89,1951,Natural,false,false,1223.8
Hessen,Hanau,63450,166.79,1932,Natural,false,false,2369.02
Nordrhein-Westfalen,Duisburg,47051,166.37,1927,Natural,true,false,1741.72
Hessen,Kassel,34117,103.09,1956,District,true,false,1913.79
Baden-Wuerttemberg,Karlsruhe,76131,92.48,1934,District,false,false,2022.61
Hessen,Ruesselsheim am Main,65428,128.1,1961,District,false,false,2205.88
Nordrhein-Westfalen,Duisburg,47051,96.35,1921,Oil,false,false,1661.52
Bayern,Regensburg,93047,107.26,1993,Oil,true,false,2244.98
Baden-Wuerttemberg,Heidelberg,69115,186.9,1968,District,false,false,2948.17
Niedersachsen,Hannover,30159,162.05,1921,Oil,true,false,2753.93
Hessen,Giessen,35390,209.32,1943,Natural,true,false,2491.33
Niedersachsen,Goettingen,37073,184.49,1968,Natural,false,false,1985.51
Hessen,Marburg,35037,162.66,1989,Natural,true,false,2278.94
Hessen,Kassel,34117,23.02,1935,Natural,false,false,541.62
Bayern,Regensburg,93047,213.82,2005,Oil,false,false,3007.03
Nordrhein-Westfalen,Gelsenkirchen,45879,62.13,1994,Oil,true,false,1161.04
Nordrhein-Westfalen,Essen,45127,56.85,1941,Oil,true,false,1166.92
Bayern,Bamberg,96047,78.6,1943,Natural,false,false,1441.49
Bayern,Bamberg,96047,60.08,1998,Natural,false,false,1216.93
Niedersachsen,Hildesheim,31134,143.29,1978,District,false,false,2149.96
Niedersachsen,Goettingen,37073,60.47,1942,District,false,false,1363.18
Hessen,Ruesselsheim am Main,65428,96.41,1981,Oil,true,false,1907.16
Baden-Wuerttemberg,Pforzheim,75172,59.33,1926,Natural,false,false,1175.97
Niedersachsen,Hannover,30159,32.7,1973,Natural,false,false,694.84
Niedersachsen,Hildesheim,31134,65.71,1999,Natural,false,false,1186.94
Niedersachsen,Hildesheim,31134,224.47,1948,District,true,false,2510.69
Niedersachsen,Oldenburg,26121,105.16,1969,Natural,false,false,1641.08
Niedersachsen,Braunschweig,38100,29.07,2006,Natural,true,false,728.99
Bayern,Landshut,84082,191.29,1923,District,false,false,3027.89
Bayern,Regensburg,93047,193.6,1998,District,true,false,3209.93
Nordrhein-Westfalen,Bielefeld,33602,137.41,1992,Oil,false,false,2100.14
Bayern,Landshut,84082,230.28,1930,District,false,false,3012.34
Bayern,Freising,85354,233.73,1982,Oil,false,false,2942.21
Niedersachsen,Osnabrueck,49074,103.47,1989,Natural,false,false,1617.97
Hessen,Kassel,34117,207.43,1972,District,false,false,2417.9
Nordrhein-Westfalen,Bochum,44787,165.12,1969,District,false,false,2137.53
Bayern,Erlangen,91052,23.67,1988,Natural,false,false,557.36
Hessen,Giessen,35390,61.34,1980,Oil,false,false,1306.63
Baden-Wuerttemberg,Heilbronn,74072,231.26,1991,Natural,false,false,2359.83
Bayern,Passau,94032,32.4,1995,District,true,false,879.24
