state,city,zip,living_space,construct_year,rent,negative_sample
Baden-Wuerttemberg,Pforzheim,75173,115.81,1943,1275.01,0
Nordrhein-Westfalen,Essen,45171,122.38,1975,882.38,0
Nordrhein-Westfalen,Duesseldorf,40703,100.65,1986,1168.76,0
Bayern,Augsburg,86173,52.04,1955,708.93,0
Hessen,Wiesbaden,60643,30.73,1937,529.58,0
Bayern,Augsburg,86198,92.31,2005,1519.11,0
Baden-Wuerttemberg,Heidelberg,69121,80.55,1947,1292.15,0
Nordrhein-Westfalen,Duisburg,47111,53.52,1968,487.7,0
Bayern,Bayreuth,95444,107.83,1957,1059.17,0
Hessen,Fulda,36041,159.61,1935,1522.21,0
Hessen,Kassel,34330,84.08,1937,1002.79,0
Niedersachsen,Hannover,30556,23.85,2007,494.83,0
Hessen,Kassel,34207,185.95,1954,994.95,0
Nordrhein-Westfalen,Dortmund,44364,83.2,1956,704.92,0
Niedersachsen,Goettingen,37074,155.37,1979,1435.5,0
Hessen,Marburg,35041,31.89,1938,508.58,0
Baden-Wuerttemberg,Mannheim,68295,165.54,1954,1336.55,0
Baden-Wuerttemberg,Reutlingen,72763,146.5,1943,1323.41,0
Niedersachsen,Goettingen,37075,65.02,1950,812.13,0
Baden-Wuerttemberg,Reutlingen,72761,143.22,1983,1101.38,0
Hessen,Kassel,34192,134.0,1907,1330.61,0
Bayern,Passau,94032,167.75,1952,1171.24,0
Baden-Wuerttemberg,Esslingen am Neckar,73733,174.4,1940,1729.53,0
Baden-Wuerttemberg,Heidelberg,69117,35.92,1927,671.69,0
Hessen,Fulda,36040,35.19,1902,495.28,0
Bayern,Muenchen,83848,72.41,1957,1148.26,0
Hessen,Giessen,35391,192.33,1932,1739.47,0
Nordrhein-Westfalen,Gelsenkirchen,45884,85.64,1946,868.5,0
Bayern,Bayreuth,95448,70.71,1986,902.17,0
Niedersachsen,Wolfsburg,38441,112.22,1960,1226.64,0
Nordrhein-Westfalen,Essen,45283,98.7,1964,726.29,0
Bayern,Straubing,94316,55.73,2002,785.24,0
Bayern,Nuernberg,90426,177.06,2008,2315.03,0
Niedersachsen,Braunschweig,38110,117.35,1965,1149.39,0
Bayern,Bamberg,96047,43.89,2001,727.93,0
Hessen,Frankfurt am Main,60873,180.95,1937,2730.07,0
Niedersachsen,Hannover,30164,20.42,1986,344.58,0
Baden-Wuerttemberg,Reutlingen,72768,71.9,1961,672.75,0
Nordrhein-Westfalen,Dortmund,44163,106.11,1965,839.66,0
Nordrhein-Westfalen,Muenster,48157,22.82,1956,299.15,0
Bayern,Passau,94036,163.65,2031,3020.94,0
Niedersachsen,Braunschweig,38117,91.6,1912,1205.07,0
Baden-Wuerttemberg,Heidelberg,69126,58.82,1955,853.79,0
Baden-Wuerttemberg,Reutlingen,72766,56.72,1998,775.62,0
Bayern,Neu-Ulm,89232,20.23,1974,326.61,0
Baden-Wuerttemberg,Freiburg im Breisgau,79117,161.93,1954,1913.88,0
Nordrhein-Westfalen,Gelsenkirchen,45884,174.65,1963,654.68,0
Niedersachsen,Osnabrueck,49083,32.01,1958,408.38,0
Nordrhein-Westfalen,Essen,45359,82.39,1957,674.3,0
Hessen,Marburg,35044,78.51,1920,1137.46,0
Niedersachsen,Hannover,30472,137.67,1907,1612.39,0
Hessen,Fulda,36041,196.34,1915,1570.78,0
Nordrhein-Westfalen,Koeln,50913,94.97,1964,1010.9,0
Nordrhein-Westfalen,Gelsenkirchen,45880,121.32,1949,698.39,0
Hessen,Wiesbaden,64082,89.1,1914,1378.76,0
Hessen,Marburg,35076,43.14,1940,697.33,0
Hessen,Giessen,35395,38.58,1920,600.81,0
Nordrhein-Westfalen,Aachen,52070,126.31,1995,1411.47,0
Niedersachsen,Osnabrueck,49081,108.19,1945,1253.81,0
Baden-Wuerttemberg,Ludwigsburg,71657,181.4,1939,1804.69,0
Baden-Wuerttemberg,Stuttgart,70442,163.64,1950,2081.84,0
Bayern,Fuerth,90763,113.52,1983,1286.98,0
Nordrhein-Westfalen,Bochum,44805,163.24,1951,741.78,0
Nordrhein-Westfalen,Gelsenkirchen,45879,96.02,1985,767.43,0
Hessen,Marburg,35058,152.82,1937,1739.73,0
Niedersachsen,Oldenburg,26130,191.19,1943,1647.2,0
Bayern,Ingolstadt,85057,108.45,2006,1840.95,0
Bayern,Passau,94033,157.7,1977,1346.58,0
Bayern,Augsburg,86164,197.29,2020,3121.88,0
Nordrhein-Westfalen,Wuppertal,42107,198.39,1970,788.6,0
Baden-Wuerttemberg,Karlsruhe,76220,167.08,1941,1765.92,0
Hessen,Ruesselsheim am Main,65429,71.28,1902,1000.04,0
Baden-Wuerttemberg,Heilbronn,74078,66.0,1981,928.98,0
Hessen,Wiesbaden,57188,77.07,1909,1218.05,0
Nordrhein-Westfalen,Dortmund,44282,139.7,1987,1009.75,0
Bayern,Fuerth,90765,72.52,1982,913.8,0
Niedersachsen,Hannover,30286,86.13,1928,1164.0,0
Niedersachsen,Hannover,30262,59.85,1954,798.95,0
Niedersachsen,Oldenburg,26135,151.59,1957,1186.67,0
Bayern,Neu-Ulm,89232,164.66,1962,1548.88,0
Baden-Wuerttemberg,Ludwigsburg,71650,196.78,1937,1787.24,0
Hessen,Frankfurt am Main,63345,51.95,1922,1062.94,0
Hessen,Ruesselsheim am Main,65429,130.38,1964,1182.31,0
Niedersachsen,Goettingen,37081,55.0,1953,671.06,0
Bayern,Schweinfurt,97422,112.45,1965,822.59,0
Nordrhein-Westfalen,Gelsenkirchen,45894,194.0,1957,515.52,0
Niedersachsen,Osnabrueck,49075,37.81,1940,551.01,0
Baden-Wuerttemberg,Reutlingen,72769,194.03,1936,1389.24,0
Niedersachsen,Goettingen,37081,179.3,1948,1736.48,0
Bayern,Neu-Ulm,89231,25.78,2010,538.45,0
Hessen,Fulda,36041,125.68,1905,1371.07,0
Nordrhein-Westfalen,Aachen,52069,124.65,1993,1359.67,0
Baden-Wuerttemberg,Karlsruhe,76218,139.82,1922,1631.23,0
Hessen,Ruesselsheim am Main,65428,77.63,1951,869.85,0
Bayern,Straubing,94315,66.73,2010,1067.98,0
Bayern,Ingolstadt,85053,54.11,2012,1113.92,0
Nordrhein-Westfalen,Duesseldorf,40267,38.17,1961,519.13,0
Bayern,Freising,85356,128.01,1979,1574.52,0
Hessen,Fulda,36042,46.08,1935,684.15,0
Hessen,Fulda,36038,186.6,1919,1527.09,0
Baden-Wuerttemberg,Ulm,89140,184.88,1937,2208.25,0
Nordrhein-Westfalen,Duesseldorf,40413,162.29,1928,1676.91,0
Niedersachsen,Goettingen,37082,136.61,1968,1240.97,0
Baden-Wuerttemberg,Ludwigsburg,71656,176.87,1986,1492.65,0
Baden-Wuerttemberg,Karlsruhe,76174,109.1,1979,1278.27,0
Niedersachsen,Wolfsburg,38440,97.8,1960,1103.61,0
Nordrhein-Westfalen,Gelsenkirchen,45886,84.14,1984,693.53,0
Bayern,Augsburg,86162,188.73,2013,2737.65,0
Bayern,Bayreuth,95444,85.57,2001,1259.4,0
Baden-Wuerttemberg,Freiburg im Breisgau,79110,190.16,1962,1993.04,0
Hessen,Wiesbaden,57980,187.94,1925,2082.89,0
Nordrhein-Westfalen,Bochum,44799,195.67,1959,622.75,0
Nordrhein-Westfalen,Bochum,44852,33.67,1960,335.75,0
Niedersachsen,Wolfsburg,38443,70.88,1980,946.57,0
Hessen,Hanau,63455,165.86,1910,1759.8,0
Baden-Wuerttemberg,Heidelberg,69117,98.2,1938,1516.74,0
Nordrhein-Westfalen,Bielefeld,33672,180.55,1967,946.71,0
Niedersachsen,Wolfsburg,38442,73.59,1945,1060.23,0
Hessen,Giessen,35392,24.77,1965,336.8,0
Hessen,Ruesselsheim am Main,65429,33.78,1948,520.53,0
Hessen,Frankfurt am Main,65522,36.46,1928,744.44,0
Hessen,Ruesselsheim am Main,65428,133.77,1942,1527.68,0
Hessen,Kassel,34308,175.58,1937,1453.65,0
Hessen,Marburg,35064,184.79,1922,1882.14,0
Baden-Wuerttemberg,Freiburg im Breisgau,79111,116.56,1954,1608.69,0
Nordrhein-Westfalen,Muenster,48166,30.61,1913,449.4,0
Niedersachsen,Goettingen,37082,139.31,1952,1277.08,0
Niedersachsen,Hildesheim,31138,136.41,1957,916.54,0
Bayern,Wuerzburg,97082,28.23,1996,469.3,0
Niedersachsen,Osnabrueck,49082,175.4,1916,1575.29,0
Hessen,Fulda,36043,136.97,1918,1422.18,0
Niedersachsen,Braunschweig,38121,137.16,1947,1550.89,0
Bayern,Neu-Ulm,89233,69.15,1968,935.41,0
Hessen,Giessen,35393,88.61,1937,1181.09,0
Nordrhein-Westfalen,Koeln,51301,116.63,1958,1147.99,0
Nordrhein-Westfalen,Bonn,53136,114.22,1923,1414.79,0
Hessen,Marburg,35045,125.87,1947,1574.74,0
Nordrhein-Westfalen,Bielefeld,33657,98.62,1931,1120.88,0
Baden-Wuerttemberg,Reutlingen,72768,128.19,1988,1083.51,0
Bayern,Bayreuth,95445,184.69,1965,1191.02,0
Hessen,Darmstadt,64293,131.74,1932,1729.37,0
Niedersachsen,Hannover,30497,50.3,1934,770.73,0
Niedersachsen,Osnabrueck,49079,149.32,1959,1124.51,0
Niedersachsen,Osnabrueck,49084,48.23,1970,628.86,0
Hessen,Kassel,34289,130.08,1946,1316.5,0
Niedersachsen,Goettingen,37079,103.36,1922,1354.23,0
Baden-Wuerttemberg,Pforzheim,75176,58.43,1981,691.43,0
Baden-Wuerttemberg,Esslingen am Neckar,73733,84.18,1959,965.22,0
Hessen,Offenbach am Main,63068,143.57,1907,1992.09,0
Baden-Wuerttemberg,Tuebingen,72074,164.8,1955,1231.51,0
Baden-Wuerttemberg,Freiburg im Breisgau,79117,50.74,1944,965.55,0
Bayern,Bayreuth,95446,161.69,2007,2117.14,0
Nordrhein-Westfalen,Bonn,53197,89.68,1945,1188.6,0
Hessen,Fulda,36037,39.14,1895,594.96,0
Hessen,Hanau,63452,73.75,1947,1062.78,0
Hessen,Fulda,36042,162.19,1945,1494.01,0
Bayern,Neu-Ulm,89231,47.84,1978,735.63,0
Hessen,Frankfurt am Main,62541,122.77,1949,1841.37,0
Hessen,Kassel,34156,37.08,1958,464.74,0
Niedersachsen,Hannover,30488,185.95,1950,1336.47,0
Niedersachsen,Hannover,30658,149.51,1942,1657.94,0
Nordrhein-Westfalen,Koeln,51153,33.96,1950,438.4,0
Baden-Wuerttemberg,Mannheim,68194,109.51,1946,1434.18,0
Baden-Wuerttemberg,Mannheim,68305,158.31,1987,1439.33,0
Bayern,Aschaffenburg,63740,111.16,2003,1563.83,0
Nordrhein-Westfalen,Essen,45279,113.28,1968,802.73,0
Baden-Wuerttemberg,Ludwigsburg,71664,174.59,1921,1746.69,0
Hessen,Kassel,34239,143.98,1956,1045.59,0
Baden-Wuerttemberg,Tuebingen,72073,162.13,1946,1629.77,0
Niedersachsen,Braunschweig,38124,108.07,1940,1329.05,0
Baden-Wuerttemberg,Heilbronn,74080,182.76,1951,1534.77,0
Bayern,Straubing,94315,180.95,1993,1291.62,0
Hessen,Kassel,34335,64.12,1902,851.34,0
Hessen,Fulda,36041,37.23,1922,530.55,0
Baden-Wuerttemberg,Heilbronn,74074,199.45,1975,1720.18,0
Hessen,Darmstadt,64288,92.75,1944,1404.04,0
Hessen,Hanau,63454,168.45,1939,1748.5,0
Niedersachsen,Wolfsburg,38446,128.7,1938,1591.92,0
Baden-Wuerttemberg,Heilbronn,74072,65.62,1986,881.94,0
Nordrhein-Westfalen,Bielefeld,33637,97.3,1965,861.63,0
Hessen,Marburg,35057,79.52,1985,1027.74,0
Bayern,Hof,95028,94.2,2001,934.0,0
Bayern,Bamberg,96050,162.96,1956,1286.93,0
Niedersachsen,Hildesheim,31140,96.83,1922,1054.71,0
Nordrhein-Westfalen,Koeln,51289,188.81,1949,1269.62,0
Nordrhein-Westfalen,Moenchengladbach,41092,69.35,1977,643.22,0
Niedersachsen,Oldenburg,26132,136.96,1940,1476.68,0
Baden-Wuerttemberg,Freiburg im Breisgau,79113,28.55,1931,574.94,0
Niedersachsen,Osnabrueck,49079,35.81,1915,511.54,0
Baden-Wuerttemberg,Heidelberg,69119,44.64,1978,711.37,0
Hessen,Marburg,35086,130.83,1924,1617.49,0
Hessen,Hanau,63457,55.92,1982,775.02,0
Bayern,Kempten,87438,20.08,1966,250.74,0
Niedersachsen,Goettingen,37078,170.67,1956,1289.77,0
Bayern,Schweinfurt,97421,173.89,1981,980.19,0
Niedersachsen,Goettingen,37073,107.1,1912,1379.84,0
Niedersachsen,Braunschweig,38122,36.84,1957,474.89,0
Niedersachsen,Wolfsburg,38446,43.32,1949,590.6,0
Hessen,Fulda,36038,120.06,1942,1325.37,0
Nordrhein-Westfalen,Koeln,50902,186.96,1946,1777.17,0
Bayern,Memmingen,87701,73.99,1978,858.99,0
Bayern,Passau,94036,37.44,2020,795.79,0
Hessen,Darmstadt,64283,96.73,1923,1428.1,0
Bayern,Schweinfurt,97421,169.69,1976,988.55,0
Hessen,Marburg,35041,181.14,1921,1864.87,0
Baden-Wuerttemberg,Karlsruhe,76168,22.73,1966,336.22,0
Baden-Wuerttemberg,Esslingen am Neckar,73728,96.58,1958,1014.93,0
Hessen,Giessen,35396,168.49,1955,1315.0,0
Nordrhein-Westfalen,Koeln,51237,27.62,1961,387.74,0
Nordrhein-Westfalen,Moenchengladbach,41224,48.2,1935,596.39,0
Nordrhein-Westfalen,Duesseldorf,40348,131.36,1936,1528.58,0
Bayern,Kempten,87439,106.4,1975,1153.26,0
Niedersachsen,Hannover,30582,172.81,1951,1316.94,0
Hessen,Fulda,36040,98.34,1934,1196.21,0
Baden-Wuerttemberg,Reutlingen,72764,33.84,1962,371.92,0
Nordrhein-Westfalen,Duesseldorf,40247,107.62,1968,1079.64,0
Bayern,Landshut,84030,152.66,2001,1865.0,0
Niedersachsen,Wolfsburg,38445,165.05,1944,1769.81,0
Baden-Wuerttemberg,Heidelberg,69120,158.01,1954,1610.11,0
Hessen,Darmstadt,64291,158.13,1939,1930.38,0
Hessen,Kassel,34217,30.53,1945,433.17,0
Niedersachsen,Braunschweig,38109,103.88,1927,1308.05,0
Niedersachsen,Wolfsburg,38447,26.64,1970,414.44,0
Bayern,Kaufbeuren,87600,22.75,1992,291.25,0
Nordrhein-Westfalen,Aachen,52075,122.16,1939,1393.43,0
Niedersachsen,Goettingen,37079,28.75,1955,381.29,0
Baden-Wuerttemberg,Stuttgart,70577,110.64,1962,1636.81,0
Baden-Wuerttemberg,Ludwigsburg,71643,39.64,1939,634.12,0
Hessen,Wiesbaden,60902,114.23,1935,1633.96,0
Bayern,Schweinfurt,97422,172.3,2018,2191.1,0
Niedersachsen,Hildesheim,31141,129.35,1951,931.69,0
Hessen,Ruesselsheim am Main,65429,88.99,1952,954.88,0
Bayern,Wuerzburg,97077,28.03,2014,641.0,0
Nordrhein-Westfalen,Bonn,53172,87.78,1955,919.89,0
Bayern,Freising,85356,38.06,1979,628.88,0
Bayern,Straubing,94316,184.16,2012,2123.77,0
Niedersachsen,Braunschweig,38109,121.76,1970,1275.35,0
Bayern,Memmingen,87702,185.9,1982,1243.0,0
Nordrhein-Westfalen,Koeln,51172,56.35,1945,846.65,0
Niedersachsen,Osnabrueck,49076,186.14,1988,1293.15,0
Baden-Wuerttemberg,Mannheim,68294,60.88,1962,776.98,0
Bayern,Dachau,85222,20.55,1975,342.73,0
Nordrhein-Westfalen,Bielefeld,33640,116.27,1948,1214.62,0
Hessen,Fulda,36038,66.11,1964,740.5,0
Baden-Wuerttemberg,Freiburg im Breisgau,79109,128.12,1998,2087.23,0
Nordrhein-Westfalen,Muenster,48147,168.59,1983,1299.03,0
Baden-Wuerttemberg,Esslingen am Neckar,73729,88.7,1947,1181.19,0
Hessen,Kassel,34159,141.83,1915,1433.19,0
Baden-Wuerttemberg,Esslingen am Neckar,73728,91.93,1928,1258.48,0
Niedersachsen,Braunschweig,38104,143.0,1976,1371.07,0
Bayern,Muenchen,84750,25.78,2000,565.23,0
Hessen,Fulda,36040,37.23,1933,557.69,0
Hessen,Frankfurt am Main,63009,70.25,1936,1356.18,0
Baden-Wuerttemberg,Ludwigsburg,71658,47.46,1929,693.79,0
Niedersachsen,Osnabrueck,49083,117.29,1961,1040.48,0
Bayern,Bamberg,96049,69.08,2022,1406.82,0
Bayern,Erlangen,91058,191.89,2010,2762.0,0
Nordrhein-Westfalen,Wuppertal,42239,175.38,1956,689.89,0
Baden-Wuerttemberg,Ulm,89075,24.36,1971,436.44,0
Nordrhein-Westfalen,Dortmund,44225,47.65,1962,474.54,0
Baden-Wuerttemberg,Ludwigsburg,71647,77.17,1964,909.37,0
Baden-Wuerttemberg,Reutlingen,72769,109.45,1963,897.07,0
Nordrhein-Westfalen,Bochum,44872,196.05,1956,690.8,0
Niedersachsen,Oldenburg,26122,143.2,1914,1533.59,0
Hessen,Giessen,35391,78.99,1940,1084.44,0
Niedersachsen,Hildesheim,31139,66.41,1925,810.49,0
Baden-Wuerttemberg,Heidelberg,69118,130.68,1932,1811.28,0
Niedersachsen,Goettingen,37073,40.29,1932,601.12,0
Baden-Wuerttemberg,Freiburg im Breisgau,79098,40.27,1993,750.61,0
Hessen,Fulda,36042,133.54,1949,1060.23,0
Niedersachsen,Hannover,30649,75.66,1952,918.1,0
Niedersachsen,Osnabrueck,49080,61.73,1927,849.54,0
Hessen,Marburg,35069,96.72,1947,1346.63,0
Niedersachsen,Hildesheim,31138,77.86,1979,791.52,0
Niedersachsen,Hildesheim,31138,187.53,1932,1296.46,0
Hessen,Fulda,36041,86.37,1940,1078.89,0
Bayern,Nuernberg,90418,41.27,2021,913.98,0
Niedersachsen,Oldenburg,26130,97.88,1941,1210.5,0
Nordrhein-Westfalen,Bochum,44889,27.18,1981,306.88,0
Bayern,Hof,95031,197.05,1997,944.85,0
Bayern,Hof,95031,87.66,1975,684.51,0
Baden-Wuerttemberg,Mannheim,68195,127.88,1960,1220.08,0
Nordrhein-Westfalen,Moenchengladbach,41215,190.04,1981,908.84,0
Niedersachsen,Oldenburg,26135,49.46,1930,688.76,0
Hessen,Frankfurt am Main,61607,99.1,1959,1553.73,0
Nordrhein-Westfalen,Bielefeld,33617,105.79,1956,897.71,0
Baden-Wuerttemberg,Reutlingen,72765,180.66,1970,1101.03,0
Baden-Wuerttemberg,Karlsruhe,76135,138.06,1989,1409.67,0
Baden-Wuerttemberg,Karlsruhe,76147,95.56,1942,1303.24,0
Hessen,Fulda,36043,50.84,1904,738.16,0
Baden-Wuerttemberg,Heilbronn,74075,23.06,1971,372.16,0
Bayern,Neu-Ulm,89231,80.72,1998,1283.31,0
Niedersachsen,Wolfsburg,38440,118.28,1907,1563.69,0
Niedersachsen,Hannover,30627,66.51,1912,988.13,0
Hessen,Wiesbaden,63066,156.18,1947,1931.21,0
Nordrhein-Westfalen,Aachen,52069,178.87,1962,1210.92,0
Bayern,Muenchen,84028,53.53,1984,928.23,0
Niedersachsen,Hildesheim,31136,135.07,1927,1284.75,0
Nordrhein-Westfalen,Bielefeld,33712,105.05,1959,864.12,0
Hessen,Frankfurt am Main,61544,172.01,1952,2240.52,0
Baden-Wuerttemberg,Ulm,89135,107.64,1938,1675.17,0
Bayern,Neu-Ulm,89233,135.47,1975,1593.48,0
Niedersachsen,Wolfsburg,38440,150.5,1941,1709.65,0
Nordrhein-Westfalen,Bonn,53188,110.53,1966,1101.87,0
Niedersachsen,Goettingen,37084,131.09,1985,1344.37,0
Nordrhein-Westfalen,Wuppertal,42309,39.27,1950,388.16,0
Niedersachsen,Osnabrueck,49089,78.37,1954,825.93,0
Nordrhein-Westfalen,Duesseldorf,40564,44.3,1932,695.36,0
Bayern,Regensburg,93055,41.68,1988,656.28,0
Bayern,Erlangen,91053,75.12,2000,1251.35,0
Hessen,Darmstadt,64290,30.73,1936,525.4,0
Bayern,Augsburg,86180,27.61,1969,486.63,0
Baden-Wuerttemberg,Tuebingen,72073,21.3,1972,305.57,0
Nordrhein-Westfalen,Muenster,48150,140.14,1991,1318.1,0
Hessen,Wiesbaden,56085,191.28,1943,2125.84,0
Nordrhein-Westfalen,Duisburg,47179,58.63,1980,547.64,0
Hessen,Offenbach am Main,63073,77.1,1960,1090.97,0
Bayern,Bamberg,96049,133.46,2022,2381.51,0
Nordrhein-Westfalen,Duisburg,47215,177.75,1943,1090.56,0
Bayern,Ingolstadt,85050,83.48,2019,1784.03,0
Baden-Wuerttemberg,Ulm,89146,188.47,1968,1755.58,0
Nordrhein-Westfalen,Bochum,44873,67.1,1966,601.88,0
Niedersachsen,Osnabrueck,49087,81.31,1903,1060.54,0
Nordrhein-Westfalen,Essen,45267,94.59,1950,717.58,0
Hessen,Marburg,35046,43.01,1933,683.71,0
Baden-Wuerttemberg,Tuebingen,72075,31.48,1956,423.78,0
Nordrhein-Westfalen,Dortmund,44182,28.9,1982,355.88,0
Hessen,Hanau,63452,191.08,1945,1802.23,0
Baden-Wuerttemberg,Reutlingen,72765,90.79,1964,837.58,0
Hessen,Darmstadt,64292,199.54,1942,2064.02,0
Bayern,Regensburg,93054,144.21,1993,1672.08,0
Nordrhein-Westfalen,Aachen,52073,51.76,1969,663.54,0
Niedersachsen,Braunschweig,38119,66.13,1954,806.67,0
Nordrhein-Westfalen,Bielefeld,33736,188.13,1956,966.67,0
Bayern,Ingolstadt,85054,101.79,2014,1970.79,0
Nordrhein-Westfalen,Bochum,44853,23.06,1980,277.13,0
Nordrhein-Westfalen,Aachen,52066,105.33,1994,1214.93,0
Niedersachsen,Hannover,30286,70.13,1917,1074.37,0
Baden-Wuerttemberg,Mannheim,68188,157.72,1979,1457.39,0
Bayern,Kaufbeuren,87602,86.26,1972,865.37,0
Hessen,Kassel,34241,94.35,1966,829.49,0
Niedersachsen,Osnabrueck,49088,68.01,1939,932.72,0
Bayern,Aschaffenburg,63742,148.05,1972,1316.75,0
Baden-Wuerttemberg,Ulm,89140,108.28,1955,1379.32,0
Bayern,Erlangen,91058,195.25,1989,1776.75,0
Hessen,Wiesbaden,59914,123.91,1938,1715.0,0
Niedersachsen,Hildesheim,31139,143.71,1991,1100.0,0
Bayern,Dachau,85221,182.54,1975,1760.99,0
Baden-Wuerttemberg,Freiburg im Breisgau,79100,172.6,1934,2356.34,0
Hessen,Giessen,35394,47.68,1960,606.77,0
Hessen,Frankfurt am Main,62646,67.16,1918,1353.81,0
Nordrhein-Westfalen,Dortmund,44228,138.6,1967,902.91,0
Baden-Wuerttemberg,Freiburg im Breisgau,79103,168.93,1936,2307.24,0
Baden-Wuerttemberg,Heilbronn,74074,160.74,1955,1496.29,0
Bayern,Bayreuth,95445,30.81,1992,462.23,0
Baden-Wuerttemberg,Stuttgart,70477,176.65,1925,2538.55,0
Bayern,Erlangen,91055,76.3,1956,1023.48,0
Niedersachsen,Wolfsburg,38441,78.58,1957,944.28,0
Baden-Wuerttemberg,Ulm,89142,62.97,1974,987.49,0
Niedersachsen,Oldenburg,26133,81.99,1926,1081.25,0
Nordrhein-Westfalen,Essen,45316,138.82,1941,1162.28,0
Bayern,Freising,85354,162.61,2014,2717.39,0
Nordrhein-Westfalen,Gelsenkirchen,45887,131.73,1954,727.6,0
Bayern,Freising,85356,82.23,1980,1154.99,0
Nordrhein-Westfalen,Wuppertal,42200,171.62,1952,723.44,0
Bayern,Regensburg,93058,65.37,2004,1126.52,0
Baden-Wuerttemberg,Freiburg im Breisgau,79106,143.01,1971,1933.61,0
Hessen,Wiesbaden,59325,71.37,1935,1157.87,0
Bayern,Freising,85355,117.83,1997,1673.1,0
Baden-Wuerttemberg,Ulm,89126,93.93,1962,1297.25,0
Hessen,Kassel,34224,170.34,1936,1460.16,0
Hessen,Hanau,63456,120.82,1930,1451.39,0
Baden-Wuerttemberg,Stuttgart,70629,36.49,1951,665.95,0
Hessen,Marburg,35054,39.64,1933,616.85,0
Bayern,Kaufbeuren,87601,26.47,1986,319.84,0
Hessen,Kassel,34183,147.36,1935,1443.9,0
Hessen,Ruesselsheim am Main,65428,43.69,1936,685.07,0
Niedersachsen,Oldenburg,26134,21.34,1938,356.95,0
Niedersachsen,Goettingen,37076,39.62,1950,526.74,0
Nordrhein-Westfalen,Gelsenkirchen,45890,147.34,1968,722.48,0
Niedersachsen,Goettingen,37084,67.64,1915,1032.24,0
Niedersachsen,Goettingen,37078,23.63,1936,366.63,0
Nordrhein-Westfalen,Bielefeld,33647,36.21,1941,542.24,0
Baden-Wuerttemberg,Heidelberg,69123,117.23,1950,1373.85,0
Niedersachsen,Oldenburg,26122,167.15,1964,1161.49,0
Baden-Wuerttemberg,Heidelberg,69120,125.52,1946,1810.61,0
Nordrhein-Westfalen,Bochum,44803,175.54,1967,733.21,0
Baden-Wuerttemberg,Pforzheim,75178,31.62,1942,455.5,0
Bayern,Memmingen,87701,129.66,2017,2026.28,0
Bayern,Straubing,94315,183.16,2008,1947.91,0
Baden-Wuerttemberg,Heilbronn,74079,98.94,1932,1445.75,0
Baden-Wuerttemberg,Heidelberg,69124,196.96,1962,1673.05,0
Nordrhein-Westfalen,Koeln,50855,113.27,1959,1097.82,0
Baden-Wuerttemberg,Karlsruhe,76183,176.91,1951,1381.26,0
Baden-Wuerttemberg,Heidelberg,69124,113.56,1935,1650.11,0
Baden-Wuerttemberg,Freiburg im Breisgau,79108,82.73,1946,1461.27,0
Baden-Wuerttemberg,Reutlingen,72761,27.69,1936,392.42,0
Baden-Wuerttemberg,Heilbronn,74075,74.65,1931,1163.1,0
Hessen,Offenbach am Main,63068,190.42,1969,1912.43,0
Baden-Wuerttemberg,Tuebingen,72071,167.9,1933,1666.0,0
Hessen,Wiesbaden,55347,115.79,1932,1623.89,0
Baden-Wuerttemberg,Mannheim,68185,165.67,1932,1762.13,0
Niedersachsen,Osnabrueck,49090,65.56,1991,777.44,0
Hessen,Wiesbaden,57588,95.54,1934,1461.52,0
Bayern,Straubing,94315,81.58,1983,855.99,0
Bayern,Ingolstadt,85057,33.53,1946,613.92,0
Niedersachsen,Braunschweig,38103,171.16,1953,1280.63,0
Bayern,Passau,94032,21.39,1987,348.06,0
Niedersachsen,Braunschweig,38125,198.23,1954,1217.85,0
Bayern,Regensburg,93059,131.23,1993,1584.84,0
Hessen,Marburg,35084,95.88,1941,1340.96,0
Baden-Wuerttemberg,Reutlingen,72761,104.62,1968,886.86,0
Nordrhein-Westfalen,Bielefeld,33679,79.92,1953,763.44,0
Nordrhein-Westfalen,Duesseldorf,40341,151.15,1963,1254.76,0
Hessen,Ruesselsheim am Main,65428,108.45,1984,1225.17,0
Hessen,Kassel,34217,177.86,1902,1475.83,0
Hessen,Hanau,63453,161.43,1902,1732.44,0
Baden-Wuerttemberg,Freiburg im Breisgau,79100,23.27,1931,479.16,0
Niedersachsen,Goettingen,37074,167.28,1953,1271.69,0
Bayern,Aschaffenburg,63742,27.75,1986,417.76,0
Baden-Wuerttemberg,Reutlingen,72764,108.5,1968,855.56,0
Hessen,Darmstadt,64283,168.33,1973,1719.66,0
Bayern,Landshut,84032,26.57,1998,464.24,0
Baden-Wuerttemberg,Stuttgart,70414,75.32,1967,1229.05,0
Hessen,Marburg,35070,122.9,1916,1544.48,0
Nordrhein-Westfalen,Koeln,50931,114.29,1961,1132.25,0
Bayern,Neu-Ulm,89233,150.87,2025,2963.13,0
Baden-Wuerttemberg,Pforzheim,75173,190.37,1951,988.11,0
Hessen,Wiesbaden,57970,61.54,1919,1017.13,0
Hessen,Darmstadt,64291,142.36,1932,1798.34,0
Nordrhein-Westfalen,Duesseldorf,40416,194.71,1937,1770.07,0
Hessen,Offenbach am Main,63068,31.85,1915,609.91,0
Bayern,Hof,95029,31.38,2010,461.76,0
Niedersachsen,Braunschweig,38121,109.01,1951,1086.48,0
Niedersachsen,Osnabrueck,49075,44.43,1954,491.18,0
